3.991992e+002,2.714087e-001
4.011277e+002,2.768797e-001
4.030562e+002,2.830978e-001
4.049847e+002,2.895516e-001
4.069132e+002,3.028119e-001
4.088417e+002,3.117982e-001
4.107702e+002,3.123016e-001
4.126987e+002,3.084824e-001
4.146272e+002,3.062857e-001
4.165557e+002,3.030915e-001
4.184842e+002,2.988760e-001
4.204127e+002,2.949551e-001
4.223412e+002,2.911719e-001
4.242697e+002,2.892148e-001
4.261982e+002,2.901418e-001
4.281267e+002,2.938302e-001
4.300552e+002,2.979997e-001
4.319837e+002,3.021473e-001
4.339122e+002,3.060147e-001
4.358407e+002,3.094155e-001
4.377692e+002,3.117810e-001
4.396977e+002,3.137901e-001
4.416262e+002,3.158969e-001
4.435547e+002,3.184078e-001
4.454832e+002,3.207058e-001
4.474117e+002,3.232641e-001
4.493401e+002,3.250747e-001
4.512686e+002,3.259937e-001
4.531971e+002,3.258362e-001
4.551256e+002,3.252313e-001
4.570541e+002,3.246331e-001
4.589826e+002,3.239889e-001
4.609111e+002,3.230653e-001
4.628396e+002,3.225684e-001
4.647681e+002,3.219932e-001
4.666966e+002,3.218831e-001
4.686251e+002,3.223845e-001
4.705536e+002,3.235296e-001
4.724821e+002,3.242840e-001
4.744106e+002,3.251700e-001
4.763391e+002,3.278389e-001
4.782676e+002,3.333647e-001
4.801961e+002,3.389842e-001
4.821246e+002,3.430678e-001
4.840531e+002,3.453222e-001
4.859816e+002,3.457071e-001
4.879101e+002,3.444070e-001
4.898386e+002,3.420279e-001
4.917671e+002,3.381431e-001
4.936956e+002,3.332386e-001
4.956241e+002,3.274420e-001
4.975526e+002,3.214708e-001
4.994811e+002,3.160014e-001
5.014096e+002,3.128621e-001
5.033381e+002,3.139053e-001
5.052666e+002,3.177714e-001
5.071951e+002,3.211316e-001
5.091236e+002,3.241352e-001
5.110521e+002,3.271900e-001
5.129806e+002,3.303334e-001
5.149091e+002,3.335889e-001
5.168376e+002,3.374063e-001
5.187661e+002,3.411967e-001
5.206946e+002,3.449490e-001
5.226231e+002,3.485359e-001
5.245516e+002,3.526058e-001
5.264801e+002,3.575673e-001
5.284086e+002,3.643937e-001
5.303371e+002,3.728211e-001
5.322656e+002,3.810086e-001
5.341941e+002,3.866012e-001
5.361226e+002,3.893462e-001
5.380511e+002,3.893366e-001
5.399796e+002,3.873920e-001
5.419081e+002,3.840104e-001
5.438365e+002,3.796673e-001
5.457651e+002,3.743637e-001
5.476936e+002,3.692126e-001
5.496221e+002,3.649469e-001
5.515505e+002,3.631182e-001
5.534791e+002,3.645701e-001
5.554076e+002,3.700515e-001
5.573361e+002,3.782606e-001
5.592645e+002,3.875771e-001
5.611931e+002,3.968468e-001
5.631216e+002,4.073079e-001
5.650500e+002,4.194995e-001
5.669786e+002,4.334090e-001
5.689070e+002,4.465432e-001
5.708356e+002,4.576104e-001
5.727640e+002,4.659584e-001
5.746926e+002,4.721031e-001
5.766210e+002,4.760648e-001
5.785496e+002,4.790255e-001
5.804780e+002,4.813700e-001
5.824066e+002,4.838328e-001
5.843351e+002,4.854246e-001
5.862635e+002,4.859023e-001
5.881920e+002,4.847273e-001
5.901205e+002,4.822305e-001
5.920491e+002,4.783809e-001
5.939775e+002,4.730883e-001
5.959060e+002,4.643786e-001
5.978345e+002,4.526173e-001
5.997631e+002,4.386812e-001
6.016915e+002,4.236892e-001
6.036200e+002,4.082803e-001
6.055485e+002,3.936366e-001
6.074771e+002,3.798497e-001
6.094055e+002,3.687782e-001
6.113340e+002,3.614186e-001
6.132625e+002,3.559132e-001
6.151910e+002,3.497011e-001
6.171195e+002,3.424939e-001
6.190480e+002,3.347885e-001
6.209765e+002,3.271120e-001
6.229050e+002,3.189845e-001
6.248335e+002,3.107116e-001
6.267620e+002,3.024817e-001
6.286905e+002,2.943672e-001
6.306190e+002,2.864530e-001
6.325475e+002,2.794097e-001
6.344760e+002,2.742025e-001
6.364045e+002,2.728851e-001
6.383330e+002,2.749964e-001
6.402615e+002,2.770730e-001
6.421900e+002,2.778310e-001
6.441185e+002,2.779127e-001
6.460470e+002,2.774788e-001
6.479755e+002,2.766123e-001
6.499040e+002,2.752266e-001
6.518325e+002,2.735999e-001
6.537610e+002,2.719665e-001
6.556895e+002,2.704211e-001
6.576180e+002,2.689113e-001
6.595465e+002,2.676273e-001
6.614750e+002,2.665890e-001
6.634034e+002,2.658120e-001
6.653320e+002,2.651822e-001
6.672605e+002,2.647062e-001
6.691890e+002,2.643173e-001
6.711175e+002,2.640402e-001
6.730460e+002,2.638701e-001
6.749745e+002,2.638747e-001
6.769030e+002,2.638902e-001
6.788315e+002,2.639838e-001
6.807600e+002,2.641478e-001
6.826885e+002,2.643080e-001
6.846169e+002,2.644093e-001
6.865455e+002,2.645825e-001
6.884740e+002,2.647647e-001
6.904025e+002,2.648278e-001
6.923309e+002,2.647783e-001
6.942595e+002,2.646202e-001
6.961880e+002,2.639961e-001
6.981165e+002,2.643285e-001
7.000449e+002,2.689707e-001
7.019734e+002,2.765006e-001
7.039020e+002,2.832371e-001
7.058304e+002,2.880717e-001
7.077589e+002,2.908950e-001
7.096874e+002,2.918907e-001
7.116160e+002,2.910848e-001
7.135444e+002,2.886952e-001
7.154729e+002,2.848466e-001
7.174014e+002,2.798250e-001
7.193300e+002,2.740948e-001
7.212584e+002,2.683367e-001
7.231870e+002,2.636343e-001
7.251155e+002,2.624847e-001
7.270439e+002,2.660011e-001
7.289724e+002,2.703037e-001
7.309009e+002,2.731581e-001
7.328295e+002,2.755392e-001
7.347579e+002,2.778777e-001
7.366864e+002,2.802573e-001
7.386149e+002,2.822905e-001
7.405435e+002,2.858091e-001
7.424719e+002,2.961679e-001
7.444004e+002,3.149386e-001
7.463289e+002,3.365006e-001
7.482574e+002,3.556529e-001
7.501859e+002,3.697720e-001
7.521144e+002,3.781727e-001
7.540429e+002,3.808362e-001
7.559714e+002,3.778802e-001
7.578999e+002,3.693988e-001
7.598284e+002,3.559302e-001
7.617569e+002,3.385797e-001
7.636854e+002,3.193283e-001
7.656139e+002,3.011356e-001
7.675424e+002,2.886910e-001
7.694709e+002,2.857636e-001
7.713994e+002,2.897041e-001
7.733279e+002,2.942332e-001
7.752564e+002,2.973291e-001
7.771849e+002,2.996738e-001
7.791134e+002,3.018047e-001
7.810419e+002,3.036157e-001
7.829704e+002,3.050386e-001
7.848989e+002,3.058576e-001
7.868274e+002,3.063633e-001
7.887559e+002,3.084880e-001
7.906844e+002,3.137399e-001
7.926129e+002,3.199304e-001
7.945414e+002,3.254969e-001
7.964698e+002,3.304716e-001
7.983984e+002,3.354889e-001
8.003269e+002,3.402298e-001
8.022554e+002,3.446872e-001
8.041838e+002,3.494820e-001
8.061124e+002,3.563509e-001
8.080409e+002,3.689235e-001
8.099694e+002,3.926492e-001
8.118978e+002,4.280618e-001
8.138264e+002,4.686223e-001
8.157549e+002,5.060934e-001
8.176833e+002,5.335384e-001
8.196119e+002,5.458302e-001
8.215404e+002,5.430325e-001
8.234689e+002,5.267667e-001
8.253973e+002,4.988140e-001
8.273259e+002,4.615979e-001
8.292544e+002,4.187596e-001
8.311829e+002,3.749970e-001
8.331113e+002,3.370003e-001
8.350399e+002,3.115187e-001
8.369684e+002,3.026279e-001
8.388969e+002,3.067843e-001
8.408253e+002,3.162408e-001
8.427538e+002,3.258467e-001
8.446824e+002,3.346277e-001
8.466108e+002,3.426126e-001
8.485393e+002,3.498246e-001
8.504678e+002,3.557996e-001
8.523964e+002,3.603470e-001
8.543248e+002,3.633993e-001
8.562533e+002,3.650414e-001
8.581818e+002,3.653241e-001
8.601104e+002,3.649314e-001
8.620388e+002,3.647576e-001
8.639673e+002,3.658892e-001
8.658958e+002,3.689664e-001
8.678243e+002,3.745898e-001
8.697528e+002,3.828930e-001
8.716813e+002,3.937719e-001
8.736099e+002,4.064108e-001
8.755383e+002,4.205170e-001
8.774668e+002,4.345812e-001
8.793953e+002,4.463135e-001
8.813239e+002,4.539632e-001
8.832523e+002,4.569511e-001
8.851808e+002,4.550843e-001
8.871093e+002,4.487691e-001
8.890378e+002,4.385302e-001
8.909663e+002,4.253344e-001
8.928948e+002,4.102538e-001
8.948233e+002,3.948253e-001
8.967518e+002,3.802947e-001
8.986803e+002,3.675389e-001
9.006088e+002,3.568508e-001
9.025373e+002,3.485508e-001
9.044658e+002,3.414349e-001
9.063943e+002,3.344026e-001
9.083228e+002,3.274132e-001
9.102513e+002,3.209263e-001
9.121798e+002,3.150521e-001
9.141083e+002,3.099688e-001
9.160367e+002,3.056556e-001
9.179653e+002,3.022879e-001
9.198938e+002,2.998182e-001
9.218223e+002,2.980054e-001
9.237507e+002,2.964324e-001
9.256793e+002,2.947873e-001
9.276078e+002,2.928398e-001
9.295363e+002,2.907379e-001
9.314647e+002,2.885939e-001
